localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, a8df85fe950472c0ee872524ddaebd02, 574505.89342102, 5917857.56607831, 53.40452829, -1.87927713, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 14.53561401, 243.13520813, 153.13520813, -0.51171875, Unit 2, Wed Jun  2 15:26:40 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, c1a286eb07a8e66dc0d2c4eb60ab7aaa, 574495.72373516, 5917855.38335169, 53.40451011, -1.87943058, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 11.29331017, 204.18252563, 114.18252563, -0.51171875, Unit 2, Wed Jun  2 15:26:22 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 07cbc1b292f721c251a11af2cfeb6886, 574468.13931930, 5917855.02274914, 53.40451076, -1.87984551, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 12.77689075, 207.84405518, 117.84405518, -0.51171875, Unit 2, Wed Jun  2 15:25:38 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 7b27e7c893d563709a11415ff360e0ac, 574464.18192665, 5917856.56920945, 53.40452522, -1.87990466, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 23.44051170, 236.88267517, 146.88267517, -0.51171875, Unit 2, Wed Jun  2 15:25:26 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f611dfa4982418d093532deb3d0e25d3, 574443.43994513, 5917843.21273906, 53.40440811, -1.88021975, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 18.36144257, 235.33802795, 145.33802795, -0.51171875, Unit 2, Wed Jun  2 15:24:45 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, d29252fbc27502e14c7dc89d082f3624, 574423.64375870, 5917851.16581276, 53.40448238, -1.88051558, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 21.04852867, 239.51692200, 149.51692200, -0.51171875, Unit 2, Wed Jun  2 15:24:05 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 1f94b9fff392977b27fab20bdf984632, 574415.22309761, 5917852.15855336, 53.40449249, -1.88064198, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 25.25134277, 245.91085815, 155.91085815, -0.51171875, Unit 2, Wed Jun  2 15:23:45 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 218e1b49d157b072b062ae40a3d2b04d, 574390.82525535, 5917860.28947378, 53.40456900, -1.88100698, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 28.31718826, 229.92643738, 139.92643738, -0.51171875, Unit 2, Wed Jun  2 15:23:25 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 59f2b52bbd799b7e3f6a0fada86dd921, 574389.70883444, 5917859.89422198, 53.40456560, -1.88102387, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 27.60216904, 229.71920776, 139.71920776, -0.51171875, Unit 2, Wed Jun  2 15:23:18 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 148c435b6a1f605c58c218f067d112f0, 574369.73191405, 5917848.57116773, 53.40446666, -1.88132697, 30U, 3.00000000, 8.00120827, -1.00000000, Bedding, 20.19688034, 242.11839294, 152.11839294, -0.51171875, Unit 2, Wed Jun  2 15:22:26 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, a08f39b8b72a5a11d59c2cfb60d37dd6, 574362.34175475, 5917822.59888647, 53.40423428, -1.88144423, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 32.30562210, 220.26420593, 130.26420593, -0.51171875, Unit 2, Wed Jun  2 15:21:36 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f912cb7762de1d0d4e8152c1ce4d8e71, 574362.84322410, 5917822.16138994, 53.40423028, -1.88143679, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 24.54894066, 231.89590454, 141.89590454, -0.51171875, Unit 2, Wed Jun  2 15:21:20 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 815d692aa2ee68cd5b785528a694e9bf, 574361.43652258, 5917816.80203154, 53.40418231, -1.88145921, 30U, 3.00000000, 8.00120827, -1.00000000, Bedding, 25.86000061, 230.73574829, 140.73574829, -0.51171875, Unit 2, Wed Jun  2 15:19:35 2021, 
